year,code,pop,gdp,life,cell,imports,exports
2006,LSO,1.99,1.8,47.3,0.36,1378.53,277.96
2006,LTU,3.27,30.22,71.1,4.72,19413.1,14153.5
2006,LUX,0.47,42.41,79.3,0.71,27114.5,22985.3
2006,LVA,2.22,21.45,70.9,2.18,11580.8,6168.01
2006,MAC,0.49,14.79,81.7,0.64,4558.76,2557.32
2006,MAF,0.04,,78.1,,,
2006,MAR,30.8,68.64,72,16,22724.8,11813.4
2006,MCO,0.03,4.58,,0.02,,
2006,MDA,3.59,3.41,68,1.36,2689.6,1046.43
2006,MDG,18.88,5.52,61.6,1.05,3411.65,1115.81
2006,MDV,0.33,1.58,74.8,0.27,931.3,129.78
2006,MEX,107.56,975.39,75.5,55.4,271349,249922
2006,MHL,0.06,0.14,,,434.88,805.86
2006,MKD,2.06,6.86,74.1,1.26,3479.11,1841.46
2006,MLI,13.2,6.9,52.8,1.51,1820.95,1529.26
2006,MLT,0.41,6.76,79.4,0.35,4306.79,2802.36
2006,MMR,49.3,14.5,63.9,0.21,2956.06,4931.44
2006,MNE,0.62,2.72,73.8,0.64,1828.2,553.39
2006,MNG,2.56,3.41,65.5,0.77,1434.9,1541.74
2006,MNP,0.06,0.99,,,,
2006,MOZ,21.08,8.31,52.1,2.34,2929.92,2381.99
2006,MRT,3.11,3.04,61,1.06,1073.86,884.18
2006,MUS,1.23,7.03,72.4,0.77,3638.44,2111.34
2006,MWI,12.97,4,51.2,0.62,1213.77,668.23
2006,MYS,26.2,162.69,73.6,19.46,130476,160652
2006,NAM,1.97,7.84,54,0.61,2801.45,3701.42
2006,NCL,0.24,,76.1,0.16,2009.51,1162.9
2006,NER,14.14,3.65,53.8,0.48,860.52,325.88
2006,NGA,142.54,236.1,48.8,32.32,22509,54115.9
2006,NIC,5.51,6.76,72.3,1.83,3007.48,1049.93
2006,NLD,16.35,733.34,79.7,17.3,417103,463877
2006,NOR,4.66,345.42,80.3,4.87,64269.1,122106
2006,NPL,26.07,9.04,66.1,1.16,2408.27,831.72
2006,NRU,0.01,,,,35.27,16.71
2006,NZL,4.18,111.61,80,3.8,26362.8,22440.8
2006,OMN,2.58,37.22,74.6,1.82,10893.4,21550
2006,PAK,164.02,137.26,64.1,34.51,29825.8,16895.1
2006,PAN,3.39,18.14,76.1,2.17,3901.52,964.63
2006,PER,28.1,88.64,72.8,9.12,15591.3,23230.1
2006,PHL,87.89,122.21,67.9,42.87,51532.6,46985.5
2006,PLW,0.02,0.19,,0.01,99.33,13.32
2006,PNG,6.65,8.31,63.7,0.1,2356.55,2550.82
2006,POL,38.14,344.75,75.1,36.75,127210,110896
2006,PRI,3.81,87.28,78.4,2.2,,
2006,PRK,24.05,,68.5,0,3732.51,2232.09
2006,PRT,10.52,208.57,78.4,12.23,70712.3,44782
2006,PRY,5.91,13.43,71.5,3.23,4788.75,3469.88
2006,PSE,3.41,4.91,71.8,0.82,2758.73,366.87
2006,PYF,0.26,,74.5,0.15,1548.37,185.83
2006,QAT,1.02,60.88,76.8,0.92,16438.7,34033.6
2006,ROU,21.19,122.02,72.2,15.99,51330.5,32479.4
2006,RUS,143.05,989.93,66.7,150.67,132356,291028
2006,RWA,9.04,3.12,57.2,0.31,567.25,148.75
2006,SAU,24.5,376.9,73.2,19.7,68201.7,223944
2006,SDN,31.66,35.82,60.9,4.68,8049.58,5656.57
2006,SEN,11.38,11.85,61.3,2.98,3335.66,1354.48
2006,SGP,4.4,148.63,80.1,4.79,238798,272158
2006,SLB,0.48,0.46,66.6,0.01,219.19,108.1
2006,SLE,5.83,1.89,44.6,,684.43,28.21
2006,SLV,6.08,16,70.7,3.85,7762.59,3729.95
2006,SMR,0.03,2.09,,0.02,371.03,114.3
2006,SOM,10.76,,52.7,0.55,687.61,332.32
2006,SRB,7.41,32.48,73.4,6.64,13022.8,5811.14
2006,SSD,7.91,,51.6,,,
2006,STP,0.16,0.14,65,0.02,71.4,6.22
2006,SUR,0.51,2.63,69.1,0.32,369.16,395.66
2006,SVK,5.37,70.6,74.2,4.89,45101.6,41966.8
2006,SVN,2.01,39.59,78.1,1.82,24180.1,23252.7
2006,SWE,9.08,420.54,80.7,9.61,127692,147872
2006,SWZ,1.04,3.29,46.8,0.25,1271.46,1735.09
2006,SXM,0.03,,,,,
2006,SYC,0.08,1.02,72.2,0.07,758.66,386.86
2006,SYR,19.06,33.33,74.4,4.68,11935,9676.13
2006,TCA,0.03,0.72,,,,
2006,TCD,10.46,7.42,48.3,0.47,456.62,2365.17
2006,TGO,5.76,2.35,55,0.71,712.63,387.78
2006,THA,65.81,221.76,72.5,40.13,130605,130561
2006,TJK,6.92,2.83,68.1,2.15,1725.85,1438.63
2006,TKM,4.81,10.28,65.4,0.22,1756.12,5322.61
2006,TLS,1.02,2.66,65.1,0.05,350.05,32.54
2006,TON,0.1,0.29,71.6,0.03,117.48,9.67
2006,TTO,1.3,18.37,69.1,1.52,6507.3,14030.7
2006,TUN,10.2,34.38,74.4,7.34,15020.5,11366.4
2006,TUR,68.76,552.49,72.9,52.66,139429,85165.8
2006,TUV,0.01,0.02,,0,14.79,1.33
2006,TZA,39.55,18.65,57.2,5.61,4549.09,1872.99
2006,UGA,28.57,9.94,53.7,2.01,2557.29,961.93
2006,UKR,46.79,107.65,68.1,49.08,44962.2,38080.5
2006,URY,3.33,19.58,76,2.33,4883.52,3868.73
2006,USA,298.38,13814.6,77.7,229.6,1919200,1036990
2006,UZB,26.49,17.33,68.7,2.53,5026.24,6518.88
2006,VCT,0.11,0.61,71.4,0.09,272.76,45.43
2006,VEN,26.85,183.48,73.2,18.79,30558.7,65594.8
2006,VGB,0.02,,,,,
2006,VIR,0.11,4.5,78.5,,,
2006,VNM,84.62,66.37,74.4,18.89,44919.2,39912.4
2006,VUT,0.21,0.44,69.5,0.02,161.13,31.38
2006,WSM,0.18,0.51,71.5,0.05,278.61,63.99
2006,XKX,1.72,3.85,68.9,0.56,,
2006,YEM,20.69,19.06,62.2,2.98,6090.08,6615.61
2006,ZAF,48.49,271.64,52.6,39.66,72010.8,52442.1
2006,ZMB,12.17,12.76,50.9,1.66,3027.47,3684
2006,ZWE,12.16,5.44,46.3,0.85,2707.74,941.42
2007,ABW,0.1,2.62,74.6,0.11,1113.88,97.89
2007,AFG,27.1,9.75,59.7,4.67,2206.59,204.96
2007,AGO,20.91,65.27,55.1,4.96,16999.8,34797.4
2007,ALB,2.97,10.68,75.7,2.32,4051.19,998.88
2007,AND,0.08,4.02,,0.06,,
2007,ARE,6.17,257.92,75.8,7.73,127964,133741
2007,ARG,39.68,287.53,75.1,40.4,44508.8,55960.8
2007,ARM,2.93,9.21,72.8,1.88,3267.79,1152.3
2007,ASM,0.06,0.52,,,174.28,68.44
2007,ATG,0.08,1.31,74.9,0.11,640.92,100.23
2007,AUS,20.83,853.1,81.3,21.26,167231,141488
2007,AUT,8.3,388.69,80.2,9.91,163246,163804
2007,AZE,8.58,33.05,69.8,4.52,5713.31,6056.96
2007,BDI,7.86,1.36,53.5,0.27,348.26,58.31
2007,BEL,10.63,471.82,79.8,10.74,412010,431118
2007,BEN,8.45,5.97,58.3,2.05,1631.6,274.12
2007,BFA,14.25,6.77,54.8,1.86,1631.87,428.6
2007,BGD,142.66,79.61,68.9,34.37,18466.4,12220.2
2007,BGR,7.55,44.41,72.7,9.9,30087.1,18575.4
2007,BHR,1.04,21.73,75.6,1.12,11569.7,3194.91
2007,BHS,0.34,10.62,74.2,0.37,3109.87,722.07
2007,BIH,3.76,15.78,75.5,2.45,9746.85,4271.53
2007,BLR,9.56,45.28,70.2,6.96,28693.1,24264.9
2007,BLZ,0.3,1.29,69.4,0.12,687.07,265.48
2007,BMU,0.06,5.9,78.9,0.07,1202.85,69.53
2007,BOL,9.56,13.12,64.7,3.25,3587.81,4795.41
2007,BRA,190.13,1397.08,72.8,120.98,129269,156926
2007,BRB,0.28,4.67,74.5,0.26,1304.49,308.15
2007,BRN,0.37,12.25,76.6,0.37,2115.23,7697.32
2007,BTN,0.66,1.2,66.2,0.15,499.84,675.68
2007,BWA,1.88,10.94,55.3,1.15,4027.42,5080.08
2007,CAF,4.2,1.7,45.6,0.34,197.97,106.46
2007,CAN,32.89,1464.98,80.5,20.28,403225,420293
2007,CHE,7.55,479.91,81.7,8.21,160964,171780
2007,CHI,0.15,11.51,79.5,,,
2007,CHL,16.53,173.61,78.1,13.96,47595,68560.8
2007,CHN,1317.88,3550.34,74.6,547.31,956255,1217830
2007,CIV,19.17,20.34,48.7,7.47,6683.34,8060.76
2007,CMR,18.73,22.37,54,4.54,3303.2,4124.7
2007,COD,58.45,16.74,55.1,6.59,6418.96,2820.36
2007,COG,3.88,8.39,57.1,1.29,3929.36,5984.48
2007,COL,43.74,205.71,72.7,33.94,32586.1,28466.9
2007,COM,0.64,0.79,60.7,0.06,124,2.15
2007,CPV,0.48,1.51,71.9,0.15,745.94,21.03
2007,CRI,4.4,26.74,78.4,1.51,12944.9,9337.52
2007,CUB,11.25,58.6,78.5,0.2,6573.55,1482.94
2007,CUW,0.14,,75.4,,,
2007,CYM,0.05,,,0.1,,
2007,CYP,1.06,23.97,78.9,0.99,8635.53,1391.42
2007,CZE,10.3,189.23,76.7,13.23,118457,122751
2007,DEU,82.27,3439.95,79.5,96.23,1055850,1322190
2007,DJI,0.81,0.85,58.8,0.07,444.8,71.06
2007,DMA,0.07,0.42,,0.09,197.66,45.75
2007,DNK,5.46,319.42,78.2,6.31,98106.9,103303
2007,DOM,9.34,44.17,72.1,5.51,14392.7,7160.89
2007,DZA,34.17,134.98,73.6,27.56,27270.7,59168
2007,ECU,14.3,51.01,74.5,9.94,13524.7,14273.9
2007,EGY,78.23,130.48,69.8,30.09,26660.9,15805.5
2007,ERI,3,1.32,60.2,0.08,373.23,14.83
2007,ESP,45.23,1479.34,80.9,48.42,389667,253389
2007,EST,1.34,22.24,72.8,1.68,15688.9,11020.3
2007,ETH,80.67,19.71,58.5,1.21,5922.74,1244.26
2007,FIN,5.29,255.38,79.3,6.08,81757.4,90091.5
2007,FJI,0.84,3.41,68.7,0.53,1799.63,695.96
2007,FRA,64.02,2657.21,81.1,55.36,631532,559848
2007,FRO,0.05,2.29,79.9,0.05,1015.84,742.17
2007,FSM,0.1,0.26,68.3,0.03,145.71,8.51
2007,GAB,1.47,12.44,61,1.17,2111.92,6307.36
2007,GBR,61.32,3084.12,79.4,73.84,638727,442065
2007,GEO,3.86,10.17,72.7,2.6,5212.45,1232.28
2007,GHA,22.96,24.76,59.7,7.6,7303.7,3535.98
2007,GIB,0.03,,,0.02,6806.79,388.16
2007,GIN,9.52,6.28,54.8,2,1284.6,1242.35
2007,GMB,1.64,0.8,58.6,0.8,322.02,14.45
2007,GNB,1.41,0.7,54,0.3,155.83,30.23
2007,GNQ,0.82,13.07,54.9,0.15,1495.68,9022.46
2007,GRC,11.05,318.5,79.4,12.29,84852.6,26557.4
2007,GRD,0.11,0.76,71.9,0.05,366.47,37.31
2007,GRL,0.06,2.25,70,0.07,773.09,432.59
2007,GTM,13.7,34.11,70.4,11.9,13575.2,6897.61
2007,GUM,0.16,4.38,77.2,,1029.84,119.04
2007,GUY,0.75,1.74,65.7,0.54,1030.27,776.51
2007,HKG,6.92,211.6,82.3,10.75,368223,344721
2007,HND,7.81,12.28,71.9,4.18,7221.38,2525.48
2007,HRV,4.31,60.12,75.7,5.03,25855.9,12368
2007,HTI,9.5,5.89,60,2.5,1052.38,631.64
2007,HUN,10.06,139.85,73.2,11.03,95715.1,95572.3
2007,IDN,232.37,432.22,67.6,93.39,74191.8,113971
2007,IMN,0.08,4.47,,,,
2007,IND,1183.21,1216.74,65.4,233.62,234640,153349
2007,INX,,,,,,
2007,IRL,4.4,269.92,79.6,4.97,83906,121501
2007,IRN,71.34,349.88,72.6,29.77,45469.3,78175.9
2007,IRQ,27.91,88.84,68.2,14.02,11198.2,35997.3
2007,ISL,0.31,21.51,81.5,0.33,6629.64,4782.78
2007,ISR,7.18,178.74,80.5,8.9,56585.9,54028.1
2007,ITA,58.44,2203.05,81.4,89.8,511870,500242
2007,JAM,2.77,12.83,74,2.68,6367.95,2347.07
2007,JOR,6.26,17.11,72.9,4.77,13531.1,5534.62
2007,JPN,128,4515.26,82.5,107.34,621915,714267
2007,KAZ,15.48,104.85,66.5,12.32,32804.1,47759.1
2007,KEN,38.71,31.96,58.8,11.35,8920.02,3876.51
2007,KGZ,5.27,3.8,67.9,2.17,2219.57,775.77
2007,KHM,13.68,8.64,64.7,2.58,3551.45,3534.6
2007,KIR,0.1,0.13,65.1,0,56.89,8
2007,KNA,0.05,0.72,,0.06,272.31,43.54
2007,KOR,48.68,1122.68,79.1,44.37,356501,371213
2007,KWT,2.5,114.64,73.7,1.43,21499.1,56202.1
2007,LAO,5.94,4.22,62.9,1.48,1994.8,1077.29
2007,LBN,4.77,24.87,77.6,1.26,11618,2711.99
2007,LBR,3.46,1.37,57.2,0.56,526.82,3045.53
2007,LBY,5.97,67.52,71.6,4.5,6779.88,32570.4
2007,LCA,0.17,1.28,73.7,0.15,616.01,55.31
2007,LIE,0.04,4.6,81.3,0.03,,
2007,LKA,19.84,32.35,74.1,7.98,9730.7,8272.1
2007,LSO,1.99,1.72,48.2,0.48,997.37,283.77
2007,LTU,3.23,39.74,70.9,4.91,24455.9,17169.6
2007,LUX,0.48,50.89,79.4,0.68,28047.2,22948.4
2007,LVA,2.2,30.9,71,2.22,15343.8,8328.74
2007,MAC,0.5,18.34,82,0.79,5365.56,2542.62
2007,MAF,0.04,,78.2,,,
2007,MAR,31.16,79.04,72.6,20.03,30641.2,13968.1
2007,MCO,0.03,5.87,,0.02,,
2007,MDA,3.58,4.4,68.3,1.88,3686.14,1323.73
2007,MDG,19.43,7.34,62.1,2.22,2493.21,1320.82
2007,MDV,0.34,1.87,75.3,0.31,1102.01,110.31
2007,MEX,109.17,1052.7,75.7,66.56,298749,271871
2007,MHL,0.06,0.15,,,1346.02,1306.31
2007,MKD,2.07,8.34,74.2,1.79,5280.54,3398.22
2007,MLI,13.65,8.15,53.6,2.53,2186.45,1444.78
2007,MLT,0.41,7.88,79.8,0.37,4810.45,3442.67
2007,MMR,49.62,20.18,64.2,0.25,3875.3,5710.53
2007,MNE,0.62,3.68,74.1,0.9,2837.27,622.39
2007,MNG,2.59,4.23,66,1.19,2059.24,1947.09
2007,MNP,0.06,0.94,,,,
2007,MOZ,21.67,9.37,52.8,3.08,3107.33,2411.78
2007,MRT,3.2,3.36,61.2,1.41,1431.16,806.47
2007,MUS,1.24,8.15,72.6,0.93,3865.89,2049.3
2007,MWI,13.34,4.43,52.6,1.05,1386.66,873.77
2007,MYS,26.72,193.55,73.7,23.35,146982,176211
2007,NAM,2.01,8.74,54.7,0.8,4028.66,4408.08
2007,NCL,0.24,,76.5,0.18,2442.23,1740.2
2007,NER,14.69,4.29,54.6,0.9,955.86,485.76
2007,NGA,146.34,275.63,49.4,40.4,30068.2,62031.1
2007,NIC,5.59,7.42,72.7,2.5,3660.63,1224.79
2007,NLD,16.38,847.48,80.1,19.28,493303,551730
2007,NOR,4.71,401.08,80.4,5.04,80281.2,136377
2007,NPL,26.38,10.33,66.6,3.27,3101.78,879.6
2007,NRU,0.01,0.02,,,48.35,35.39
2007,NZL,4.22,137.32,80.2,4.25,30780.5,26999
2007,OMN,2.66,42.09,74.9,2.5,15971,24645.3
2007,PAK,167.81,152.39,64.3,62.86,32593.9,17782
2007,PAN,3.45,21.3,76.3,3.01,5636.02,1058.77
2007,PER,28.33,102.17,73,15.42,20583,27587.8
2007,PHL,89.41,149.36,68,57.34,55513.7,50465.7
2007,PLW,0.02,0.19,,0.01,116.04,9.73
2007,PNG,6.81,9.55,64,0.3,2965.66,2943.02
2007,POL,38.12,429.06,75.2,41.39,166143,140417
2007,PRI,3.78,89.52,78.4,2.43,,
2007,PRK,24.19,,68.7,0,3410.83,2659.94
2007,PRT,10.54,240.17,78.3,13.48,82279.6,52493.2
2007,PRY,6,17.86,71.7,4.69,5885.04,4698.34
2007,PSE,3.49,5.51,71.9,1.02,3141.28,513.2
2007,PYF,0.26,,74.8,0.17,1599.86,166.09
2007,QAT,1.22,79.71,76.9,1.26,23427.9,44434.2
2007,ROU,20.88,174.59,72.6,20.4,70553.6,40559.1
2007,RUS,142.81,1299.71,67.6,171.2,199415,352224
2007,RWA,9.27,3.81,59,0.64,628.03,187.98
2007,SAU,25.18,415.96,73.2,28.4,88522.4,227311
2007,SDN,32.36,45.9,61.3,8.22,8760.78,8879.25
2007,SEN,11.69,14.29,62,3.63,4331.58,1427.23
2007,SGP,4.59,180.94,80.4,5.92,263325,299214
2007,SLB,0.49,0.52,67.1,0.01,316.83,162.11
2007,SLE,5.99,2.16,45.5,0.78,755.56,26.49
2007,SLV,6.11,17.01,71,6.14,8820.48,4014.46
2007,SMR,0.03,2.49,,0.02,412.66,190.5
2007,SOM,11.08,,53,0.6,681.34,187.86
2007,SRB,7.38,43.17,73.6,8.45,18553.2,8824.77
2007,SSD,8.32,,52.1,,,
2007,STP,0.17,0.15,65.2,0.03,79.52,9.2
2007,SUR,0.51,2.94,69.4,0.38,382.71,464.67
2007,SVK,5.37,86.3,74.2,6.07,60830.7,58670.4
2007,SVN,2.02,48.11,78.6,1.93,31639.9,30158.9
2007,SWE,9.15,488.4,80.9,10.12,153429,168992
2007,SWZ,1.04,3.47,47.8,0.38,1292.26,1284
2007,SXM,0.03,,74.5,,,
2007,SYC,0.09,1.03,73.1,0.08,860.37,370.17
2007,SYR,19.88,40.41,74.2,6.23,15125,11474.8
2007,TCA,0.03,0.77,,,,
2007,TCD,10.82,8.64,48.7,0.92,658.32,2357.84
2007,TGO,5.92,2.66,55.6,1.19,783.06,279.99
2007,THA,66.18,262.94,72.9,52.97,141294,153856
2007,TJK,7.06,3.72,68.5,2.13,2606.67,1507.81
2007,TKM,4.87,12.66,65.7,0.38,2426.73,5913.19
2007,TLS,1.04,2.88,65.8,0.08,323.32,33.54
2007,TON,0.1,0.3,71.8,0.05,143.76,8.38
2007,TTO,1.31,21.64,69.2,1.51,7701.26,13412.3
2007,TUN,10.3,38.91,74.5,7.84,19059.3,14789.2
2007,TUR,69.58,675.77,73.2,61.98,169913,106539
2007,TUV,0.01,0.03,,0,14.35,1.92
2007,TZA,40.68,21.84,58.2,8.25,5947.13,2147.4
2007,UGA,29.49,12.29,54.7,4.2,3495.04,1336.41
2007,UKR,46.51,142.58,68.2,55.24,60006.6,48867.1
2007,URY,3.33,23.41,76.1,3,5723.64,4401.99
2007,USA,301.23,14451.9,78,249.3,2017390,1162690
2007,UZB,26.87,22.31,69,5.69,7714.15,7351.82
2007,VCT,0.11,0.68,71.7,0.11,328.34,60.51
2007,VEN,27.25,230.36,73.3,23.82,52136.4,70201.1
2007,VGB,0.03,,,0.02,,
2007,VIR,0.11,4.8,76.9,,,
2007,VNM,85.42,77.41,74.6,45.02,62773.2,48653.2
2007,VUT,0.22,0.53,69.9,0.03,226.07,201.05
2007,WSM,0.18,0.55,71.9,0.09,270.22,97.11
2007,XKX,1.73,4.66,69.2,0.56,1797.42,197.6
2007,YEM,21.28,21.65,62.6,4.35,8522.75,6264.39
2007,ZAF,49.12,299.42,53,42.3,90715.2,63486.9
2007,ZMB,12.5,14.06,52.3,2.64,4006.24,4615.54
2007,ZWE,12.26,5.29,47.7,1.23,3221.26,3299.25
2008,ABW,0.1,2.75,74.7,0.12,1134.45,98.61
2008,AFG,27.72,10.11,60.2,7.9,3050.19,556.33
2008,AGO,21.7,88.54,56.2,6.77,25455.1,64134.4
2008,ALB,2.95,12.88,75.9,1.86,5243.41,1341.83
2008,AND,0.08,4.01,,0.06,,
2008,ARE,7.09,315.47,76,9.36,177093,195564
2008,ARG,40.08,361.56,75.3,46.51,57382.5,70013.3
2008,ARM,2.91,11.66,72.9,1.44,4426.13,1057.16
2008,ASM,0.06,0.56,,,230.51,64.34
2008,ATG,0.09,1.37,75.1,0.14,868.87,210.53
2008,AUS,21.25,1054,81.4,22.12,202489,185613
2008,AUT,8.32,430.29,80.4,10.82,184502,181738
2008,AZE,8.76,48.85,70.2,6.55,7164.88,47755.7
2008,BDI,8.13,1.61,53.9,0.48,435.94,71.91
2008,BEL,10.71,518.63,79.7,11.34,467381,473350
2008,BEN,8.7,7.13,58.7,3.63,1714.08,376.77
2008,BFA,14.69,8.37,55.6,3.02,2064.54,475.85
2008,BGD,144.3,91.63,69.3,44.64,23832.9,13627.6
2008,BGR,7.49,54.41,73,10.43,37032.7,22494.1
2008,BHR,1.11,25.71,75.8,1.44,18467,4805.74
2008,BHS,0.34,10.53,74.4,0.36,3365.03,745.63
2008,BIH,3.75,19.11,75.6,3.18,12222.3,5164.18
2008,BLR,9.53,60.76,70.5,8.13,39381.2,32533.8
2008,BLZ,0.31,1.37,69.5,0.16,839.86,294.8
2008,BMU,0.07,6.11,79.2,0.08,1216.49,1107.87
2008,BOL,9.72,16.67,65.3,5.04,5099.36,6932.93
2008,BRA,192.03,1695.82,73.1,150.64,183516,197942
2008,BRB,0.28,4.78,74.6,0.29,1749.13,364.99
2008,BRN,0.38,14.39,76.7,0.4,2593.12,10574.3
2008,BTN,0.67,1.26,66.8,0.25,543.4,522.27
2008,BWA,1.92,10.95,56.9,1.49,5263,4945.31
2008,CAF,4.27,1.99,46.2,0.57,185.1,112.24
2008,CAN,33.25,1549.13,80.7,22.09,432761,456419
2008,CHE,7.65,554.36,82,8.9,183192,200334
2008,CHI,0.16,,79.7,,,
2008,CHL,16.71,179.64,78.2,14.8,62786.5,64509.6
2008,CHN,1324.66,4594.31,74.8,641.24,1131920,1428870
2008,CIV,19.61,24.22,49.3,10.45,7903.37,9858.19
2008,CMR,19.25,26.41,54.5,6.16,4151.98,2161.68
2008,COD,60.41,19.79,55.7,9.94,9013.26,5564.3
2008,COG,4.01,11.86,58.3,1.81,3541.73,9312.42
2008,COL,44.25,241.71,73,41.36,39668.7,37072.1
2008,COM,0.66,0.91,61.1,0.09,119.78,4.76
2008,CPV,0.48,1.79,71.9,0.28,826.13,36.16
2008,CRI,4.46,30.61,78.5,1.89,15372,9503.41
2008,CUB,11.24,60.81,78.7,0.33,8697.77,1414.24
2008,CUW,0.15,,75.3,,,
2008,CYM,0.05,,,0.1,,
2008,CYP,1.08,27.84,79.1,1.02,10675.3,1638.15
2008,CZE,10.38,235.72,77,13.78,142246,147249
2008,DEU,82.11,3752.37,79.7,105.52,1185760,1449270
2008,DJI,0.82,1,59.3,0.11,544.65,99.76
2008,DMA,0.07,0.46,,0.09,237.19,56.04
2008,DNK,5.49,353.36,78.4,6.56,109458,117121
2008,DOM,9.46,48.29,72.3,7.21,16963.4,6748.67
2008,DZA,34.73,171,74,27.03,39448.8,79297.2
2008,ECU,14.54,61.76,74.7,11.68,18635.7,18413
2008,EGY,79.64,162.82,70,41.29,52182.9,25539.2
2008,ERI,3.06,1.38,60.9,0.11,394.74,18.58
2008,ESP,45.95,1635.02,81.2,49.62,422726,282451
2008,EST,1.34,24.19,73.8,1.62,16061.9,12474.6
2008,ETH,82.92,27.07,59.6,1.95,7774.16,1533.48
2008,FIN,5.31,283.74,79.6,6.83,92108.1,96838
2008,FJI,0.85,3.52,68.9,0.6,2300.06,763.57
2008,FRA,64.37,2918.38,81.2,57.97,717917,617375
2008,FRO,0.05,2.43,80.1,0.05,988.08,848.37
2008,FSM,0.1,0.26,68.4,0.03,160.48,4.22
2008,GAB,1.52,15.51,61.6,1.3,2564.35,9568.25
2008,GBR,61.81,2904.04,79.6,74.94,659923,472919
2008,GEO,3.85,12.8,72.7,2.76,6302.36,1496.01
2008,GHA,23.56,28.53,60.1,11.57,8566.75,3820.12
2008,GIB,0.03,,,0.03,9573.29,216.15
2008,GIN,9.74,6.96,55.5,2.75,1656.86,1889.9
2008,GMB,1.69,0.97,59,1.17,323.84,15.63
2008,GNB,1.45,0.86,54.3,0.5,196.19,130.06
2008,GNQ,0.86,19.75,55.2,0.18,1764.33,15321.8
2008,GRC,11.08,354.46,79.9,13.8,96616.9,31280.8
2008,GRD,0.11,0.83,72.1,0.06,364.46,34.08
2008,GRL,0.06,2.5,70.2,0.06,926.86,495.71
2008,GTM,14.01,39.14,70.8,14.95,14380.1,7651.18
2008,GUM,0.16,4.62,77.5,,961.94,123.55
2008,GUY,0.75,1.92,65.8,0.45,1347.78,828.4
2008,HKG,6.96,219.28,82.4,11.58,388889,362997
2008,HND,7.98,13.79,72.1,6.21,8813.29,2832.98
2008,HRV,4.31,70.49,75.9,4.55,30716.7,14122
2008,HTI,9.65,6.55,60.4,3.2,1423.85,612.25
2008,HUN,10.04,158,73.7,12.22,109233,108770
2008,IDN,235.47,510.23,67.8,140.58,128552,136860
2008,IMN,0.08,5.93,,,,
2008,IND,1200.67,1198.9,65.8,346.89,321399,195055
2008,INX,,,,,,
2008,IRL,4.49,275.04,80.1,5.05,84130.6,125634
2008,IRN,72.12,406.07,73,43,58729.4,105209
2008,IRQ,28.39,131.61,68.2,17.53,18800.8,58417.8
2008,ISL,0.32,17.91,81.6,0.34,6204.94,5382.47
2008,ISR,7.31,215.96,81,8.98,65144.6,61310.4
2008,ITA,58.83,2390.73,81.5,90.34,563106,544635
2008,JAM,2.78,13.68,74.3,2.72,8397.4,2440.83
2008,JOR,6.56,22.22,73.1,5.31,16994.8,6243.43
2008,JPN,128.06,5037.91,82.6,110.39,762590,782049
2008,KAZ,15.67,133.44,67,14.91,37926.8,71199.9
2008,KEN,39.79,35.9,60.3,16.3,11619.9,5000.93
2008,KGZ,5.32,5.14,68.5,3.39,4071.49,1618
2008,KHM,13.88,10.35,65.4,4.24,4421.71,4357.88
2008,KIR,0.1,0.14,65.1,0,45.2,5.87
2008,KNA,0.05,0.79,,0.07,325.39,61.88
2008,KOR,49.05,1002.22,79.5,45.61,435149,421778
2008,KWT,2.66,147.4,73.8,1.5,26304.5,82587.9
2008,LAO,6.05,5.44,63.4,2.02,2696.03,1324.07
2008,LBN,4.76,29.23,77.9,1.43,15950.9,3397.16
2008,LBR,3.61,1.73,58.2,0.85,679.85,1549.2
2008,LBY,6.06,87.14,71.7,7.38,9200.13,44935.7
2008,LCA,0.17,1.29,74,0.18,658.61,167.65
2008,LIE,0.04,5.08,82.7,0.03,,
2008,LKA,19.98,40.71,74.2,11.08,11840.3,8953.99
2008,LSO,1.99,1.76,49.1,0.59,1174.9,244.68
2008,LTU,3.2,47.85,71.8,5.02,31267.3,23746.2
2008,LUX,0.49,55.85,80.5,0.71,32169.3,25691.4
2008,LVA,2.18,35.6,72.4,2.3,16184.5,10161.2
2008,MAC,0.52,20.92,82.2,0.93,5365.47,1997.46
2008,MAF,0.04,,78.4,,,
2008,MAR,31.54,92.51,73.1,22.82,40603.8,18734
2008,MCO,0.03,6.48,,0.02,,
2008,MDA,3.57,6.05,68.7,2.42,4899.37,1588.26
2008,MDG,20,9.41,62.5,4.84,4150.44,1348.58
2008,MDV,0.34,2.27,75.6,0.44,1395.91,126.32
2008,MEX,110.82,1109.99,75.8,75.3,327050,291338
2008,MHL,0.06,0.15,,,2202.66,1283.97
2008,MKD,2.07,9.91,74.3,1.97,6851.66,3978.23
2008,MLI,14.11,9.75,54.2,3.44,3444.06,1288.89
2008,MLT,0.41,8.98,79.6,0.39,5324.69,3472.2
2008,MMR,49.93,31.86,64.5,0.37,4703.36,7304.67
2008,MNE,0.62,4.55,74.5,1.16,3705.57,609.61
2008,MNG,2.63,5.62,66.4,1.76,3244.27,2534.66
2008,MNP,0.05,0.94,,,,
2008,MOZ,22.28,11.49,53.5,4.41,4021.64,2652.97
2008,MRT,3.3,4.03,61.5,2.09,1638.31,1165.42
2008,MUS,1.24,9.99,72.6,1.03,4566.22,2033.5
